ident,nome,tipo,conteudo,res
<http://www.nima.puc-rio.br/lattes/4852990060845921#P18>,Transporte de Espécies Metálicas em Águas Naturais por Colóides,Article,sem DOI ou ementa,True
<http://www.nima.puc-rio.br/lattes/0794494047024280#P275>,Ecological Assessment of Order Penetration Point Positions in Global Supply Chains,Article,sem DOI ou ementa,True
<http://www.nima.puc-rio.br/lattes/1721981607189967#P61>,Estimativa do Módulo de Elasticidade do Solo Através da Retroanálise de Provas de Carga em Estacas,Article,sem DOI ou ementa,True
_:bC87DAD9Dx144731,"PAISAGEM, ESPAÇO E SUSTENTABILIDADES: uma perspectiva multidimensional da Geografia",Book,sem DOI ou ementa,True
<http://www.nima.puc-rio.br/lattes/3724041772362280#P317>,Desenvolvimento de Fluxograma de Beneficiamento de Resíduos Sólidos da Construção Civil,Article,sem DOI ou ementa,True
<http://www.nima.puc-rio.br/lattes/5554472337681978#P428>,"Distribution and ecology of living (Rose Bengal stained) Marsipella elongata Norman 1878 (Foraminifera) in the Campos Basin, southeastern Brazilian continental margin",Article,sem DOI ou ementa,True
<http://www.nima.puc-rio.br/lattes/2540733672905515#P575>,Simulação Computacional para a Evolução do Relevo de Bacias Hidrográficas,Thesis,sem DOI ou ementa,True
<http://www.nima.puc-rio.br/lattes/5194857133589062#P395>,Alinhamento Estratégico da Responsabilidade Socio-Ambiental Corporativa no Caso de Empresas que Atuam em Redes de Relacionamento: Resultados de Pesquisa na Petrobras,Article,sem DOI ou ementa,True
<http://www.nima.puc-rio.br/lattes/1576899163926723#P120>,Proposta metodológica para avaliação de áreas verdes no meio urbano: exemplo da cidade de Niterói/RJ,Thesis,sem DOI ou ementa,True
<http://www.nima.puc-rio.br/lattes/3492080592616023#P168>,"The structure of the shrubarboreal component of an Atlantic Forest fragment on a hillock on the central lowland of Rio de Janeiro, Brazil",Article,sem DOI ou ementa,True
<http://www.nima.puc-rio.br/lattes/9306576520691089#P479>,Proposta de Localização de Plataformas de Petróleo,Thesis,sem DOI ou ementa,True
<http://www.nima.puc-rio.br/lattes/5691355417518749#P368>,Reusable organo-mineral nanostructured materials with immobilized chelating ligands for selective water purification from toxic and radioactive metals,Article,sem DOI ou ementa,True
<http://www.nima.puc-rio.br/lattes/8388181041362942#P124>,Nanopartículas previnem fungos em bambus,Article,sem DOI ou ementa,True
<http://www.nima.puc-rio.br/lattes/1061361779727658#P77>,Measuring the Utility Value of Consumer´s Goods Ecological Variables,Article,sem DOI ou ementa,True
<http://www.nima.puc-rio.br/lattes/8855081325345654#P394>,Impactos Derivados da Criação de um Mercado Flexível de Gás Natural no Brasil,Article,sem DOI ou ementa,True
_:b89B4D802x47701,Solid Mechanics in Brazil 2009,Book,sem DOI ou ementa,True
<http://www.nima.puc-rio.br/lattes/4168538689240017#P661>,Sizing methodology for photovoltaic systems considering coupling of solar energy potential and the electric load: dynamic simulation and financial assessment,Article,10.1051/e3sconf/202018102003,True
<http://www.nima.puc-rio.br/lattes/8160347007286967#P316>,Aspectos da modelagem numérica do transporte de contaminantes miscíveis e não miscíveis na água subterrânea e de eventuais medidas de remediação,Article,sem DOI ou ementa,True
<http://www.nima.puc-rio.br/lattes/6470315703298225#P191>,Educação Sustentável,Article,sem DOI ou ementa,True
<http://www.nima.puc-rio.br/lattes/6992824817295435#P606>,Modelos Lineares na Modelagem do Preço Spot de Energia Elétrica do Brasil,Thesis,sem DOI ou ementa,True
<http://www.nima.puc-rio.br/lattes/9306576520691089#P668>,Simulação dos Fluxos Produtivos de uma Indústria de Produtos de Vedação: Estudo de Caso,Article,sem DOI ou ementa,True
<http://www.nima.puc-rio.br/lattes/8769189053430629#P43>,Ética e sustentabilidade ambiental,Article,sem DOI ou ementa,True
<http://www.nima.puc-rio.br/lattes/1654895301711968#P8>,polietileno verde,Article,sem DOI ou ementa,True
<http://www.nima.puc-rio.br/lattes/3494069630052625#P106>,Estudo do efeito da adsorção de metais alcalinos no comportamento térmico da celulose em atmosfera inerte.,Thesis,sem DOI ou ementa,True
<http://www.nima.puc-rio.br/lattes/8160347007286967#P445>,Análise numérica da estabilidade de poços de petróleo incorporando geostatística,Thesis,sem DOI ou ementa,True
<http://www.nima.puc-rio.br/lattes/1721981607189967#P255>,Analisis Dinâmica de Ductos Enterrados,Article,sem DOI ou ementa,True
<http://www.nima.puc-rio.br/lattes/2283022405554044#P225>,Planejamento e Otimização do Desenvolvimento de um Campo de Petróleo por Algoritmos Genéticos,Article,sem DOI ou ementa,True
_:b89B4D802x96868,Avaliação de Impacto Radiológico Ambiental,Book,sem DOI ou ementa,True
<http://www.nima.puc-rio.br/lattes/2531489281135790#P111>,Princípios bioclimáticos para planos de ocupação urbana,Thesis,sem DOI ou ementa,True
<http://www.nima.puc-rio.br/lattes/5554472337681978#P240>,Sterols as markers of climatic variabilities in Southeast Brazil,Article,sem DOI ou ementa,True
_:bC87DAD9Dx160547,Comentários à Legislação Ambiental do Estado do Rio de Janeiro,Book,sem DOI ou ementa,True
<http://nima.puc-rio.br/cad-puc#disciplinaENG1266>,[ENG1266] GEOTECNIA AMBIENTAL,ccso,"GEOTECNIA E DANOS AMBIENTAIS: ASPECTOS GERAIS. MAPAS DE SUSCETIBILIDADE E RISCO. MOVIMENTOS NATURAIS DE MASSAS SOLIDAS: EROSAO, SUBSIDENCIA, INSTABILIDADE DE ENCOSTAS. MECANISMOS E CONTROLE. RESIDUOS E REJEITOS: CARACTERIZACAO E CLASSIFICACAO. ATERROS SANITARIOS E INDUSTRIAIS. DISPOSICAO DE LAMAS: SEDIMENTACAO E ADENSAMENTO. REJEITOS ARENOSOS: LIQUEFACAO. TRANSPORTE DE CONTAMINANTES. ASPECTOS FI SICO-QUIMICOS. REATIVIDADE. AMOSTRAGEM E ENSAIOS. AREAS DEGRADADAS: AVALIACAO, MONITORAMENTO E TECNICAS DE RECUPERACAO. BIBLIOGRAFIA BASICA: OLIVEIRA, A.M.S., BRITO, S.N.A.. GEOLOGIA DE ENGENHARIA. SAO PAULO: ABGE, 1998. CD COM CONTEUDO DE TODOS OS SLIDES APRESENTADOS EM SALA DE AULA. BOSCOV, M.E.G. (2002). GEOTECNIA AMBIENTAL. OFICINA DE TEXTOS. BIBLIOGRAFIA COMPLEMENTAR: QIAN, X.; KOERNER, R. & GRAY, D.H. (2002). GEOTECHNICAL ASPECTS OF LANDFILL DESIGN AND CONTRUCTION. PRENTICE HALL. GRAY, D.H. & LEISER, A. (1989). BIOTECHNICAL SLOPE PROTECTION AND EROSION CONTROL. KRIEGER PUBLISHING COMPANY. ",True
<http://www.nima.puc-rio.br/lattes/3192720755330214#P673>,Modelagem geológica do entorno da Lagoa de Jacarepagua,Thesis,sem DOI ou ementa,True
<http://www.nima.puc-rio.br/lattes/4845335765441403#P41>,"Mamíferos terrestres e aves da Terra Indígena Sapukai (Aldeia Guarani do Bracuí), Angra dos Reis, RJ, Brasil",Article,sem DOI ou ementa,True
_:b89B4D802x98650,Dicionário da Terra,Book,sem DOI ou ementa,True
<http://www.nima.puc-rio.br/lattes/1142247964035231#P5>,Transnational linkage and institutionalization process: climate change regime and nonstate actors in Brazil,Article,sem DOI ou ementa,True
<http://www.nima.puc-rio.br/lattes/9914278441730955#P372>,As marcas do homem na floresta: História Ambiental de um trecho urbano de Mata Atlântica,Book,sem DOI ou ementa,True
<http://www.nima.puc-rio.br/lattes/4713933673200239#P190>,Empreendedorismo Sustentável enquanto Empreendedorismo Institucional: Estratégias de Mobilização e de Legitimação para a Mudança,Article,sem DOI ou ementa,True
<http://www.nima.puc-rio.br/lattes/7367303815121719#P125>,A Modernização do Porto de Itaguaí - uma análise das novas dinâmicas territoriais e das possibilidades para o desenvolvimento local,Article,sem DOI ou ementa,True
_:b89B4D802x77494,Educação Ambiental - Nova Iguaçu,Book,sem DOI ou ementa,True
<http://www.nima.puc-rio.br/lattes/9736083270809253#P119>,"ENSINO DE CIÊNCIAS E BIOLOGIA E A NECESSIDADE DE UMA ÉTICA CORDIAL: ENSINO DE EVOLUÇÃO, CRENÇAS RELIGIOSAS E ESTRATÉGIAS EMPÁTICAS",Chapter,sem DOI ou ementa,True
<http://www.nima.puc-rio.br/lattes/2149571398618532#P305>,Apreçamento de Opções Reais em Campos de Petróleo utilizando Processo de Volatilidade Estocástica,Article,sem DOI ou ementa,True
<http://www.nima.puc-rio.br/lattes/2592534383776059#P264>,Química Analítica Verde: contribuições para a Agenda Ambiental PUC-Rio,Thesis,sem DOI ou ementa,True
<http://www.nima.puc-rio.br/lattes/5246086378299715#P76>,A natureza e o funcionamento do mercado de trabalho desde 1980,Article,sem DOI ou ementa,True
<http://www.nima.puc-rio.br/lattes/8934962824316146#P639>,ADVERSARIAL DISCRIMINATIVE DOMAIN ADAPTATION FOR DEFORESTATION DETECTION,Article,10.5194/isprs-annals-v-3-2021-151-2021,True
_:bC87DAD9Dx248515,Elementos da Natureza e Propriedades do Solo,Book,sem DOI ou ementa,True
<http://nima.puc-rio.br/cad-puc#disciplinaBIO1163>,[BIO1163] PROJ PEDAGOGICO BIOLOGIA I,Course,Nenhuma ementa encontrada para BIO1163,True
<http://www.nima.puc-rio.br/lattes/9306576520691089#P737>,Diretrizes da Mobilidade Urbana Sustentável: Estudo de Caso da Região Metropolitana do Rio de Janeiro,Article,sem DOI ou ementa,True
<http://nima.puc-rio.br/cad-puc#disciplinaENG1555>,[ENG1555] ORGANIZACAO DE EMPRESAS,Course,"Caracterização do Contexto Organizacional nas Primeiras Décadas do Século XXI e Identificação dos Grandes Desafios para a Administração no Presente. Gestão de Pessoas. Mercado de Trabalho e Desafios Atuais da Gestão de Pessoas: Direitos Humanos, Diversidade, Inclusão, Questões Étnico-Raciais e de Gênero. Outros Temas Relevantes: Sustentabilidade; Conhecimento e Inovação; Planejamento Estratégico, Metodologias e Ferramentas Auxiliares. Gestão Estratégica Orientada para Resultados. ",True
<http://nima.puc-rio.br/cad-puc#disciplinaBIO1113>,[BIO1113] BIOLOGIA VEGETAL III,Course,Reconhecimento de famílias botânicas com representatividade na flora brasileira e de famílias das quais grupos de espécies são amplamente manejados para fins econômicos e de subsistência; Relações existentes entre o homem e os recursos vegetais de interesse econômico em diferentes contextos históricos; Características dos sistemas de classificação taxonômica; Linguagem e terminologia técnica e taxonômica. ,True
<http://www.nima.puc-rio.br/lattes/2528456367910899#P1095>,A sustentabilidade da produção energética local: as pequenas centrais hidrelétricas (PCHS) no Estado do Rio de Janeiro,Article,sem DOI ou ementa,True
<http://www.nima.puc-rio.br/lattes/0818273339577951#P848>,Desatino ambiental,Article,sem DOI ou ementa,True
_:b89B4D802x287735,": Geografia, Tradições e Perspectivas: Interdisciplinaridade, meio ambiente e representações",Book,sem DOI ou ementa,True
<http://www.nima.puc-rio.br/lattes/9914278441730955#P293>,Enfoques da História Ambiental sobre a dinâmica da Mata Atlântica no Rio de Janeiro,Chapter,sem DOI ou ementa,True
<http://www.nima.puc-rio.br/lattes/2528456367910899#P1231>,Governanças metropolitanas no Brasil: cooperações intergovernamentais e coparticipações instituintes para a sustentabilidade da gestão dos territórios,Chapter,sem DOI ou ementa,True
<http://www.nima.puc-rio.br/lattes/8721821261274441#P58>,O papel da comunicação na conscientização do consumo de água,Chapter,sem DOI ou ementa,True
<http://www.nima.puc-rio.br/lattes/6992824817295435#P1212>,Energia Solar Para Aquecimento de Água no Brasil - Contribuições da Eletrobrás Procel e Parceiros,Book,sem DOI ou ementa,True
<http://www.nima.puc-rio.br/lattes/0927043090346304#P118>,Calor do Sol para Esfriar Ambientes,Article,sem DOI ou ementa,True
<http://www.nima.puc-rio.br/lattes/3954582460916396#P340>,Local Perception in Forest Landscape Restoration Planning: A Case Study From the Brazilian Atlantic Forest,Article,10.3389/fevo.2021.612789,True
<http://www.nima.puc-rio.br/lattes/4585685576694071#P481>,EFICIÊNCIA DO ÁCIDO PERACÉTICO NA DESINFECÇÃO DE EFLUENTES PLUVIAIS CONTAMINADOS POR ESGOTO DOMÉSTICO,Thesis,sem DOI ou ementa,True
<http://www.nima.puc-rio.br/lattes/0277353927819140#masterthesis2>,Desenvolvimento de um teste de laboratório para reproduzir a qualidade da água da unidade de saída de dessanilização de petróleo bruto,Thesis,sem DOI ou ementa,True
<http://www.nima.puc-rio.br/lattes/4513485062469304#P285>,Análise multicritério para hierarquização e seleção de indicadores de monitoramento e avaliação da agenda ambiental da PUC-Rio,Article,sem DOI ou ementa,True
<http://www.nima.puc-rio.br/lattes/8068674011748482#P174>,Análise da Variação Espacial da Taxa de Precipitação com Aplicação em Diversidade de Sítio para Enlaces Terra-Satélite,Article,sem DOI ou ementa,True
<http://www.nima.puc-rio.br/lattes/5194857133589062#P435>,Estudo das Estratégias Climáticas das Empresas Brasileiras dos Setores de Papel e Celulose e Automotivo em Base a Benchmarks Internacionais,Thesis,sem DOI ou ementa,True
<http://www.nima.puc-rio.br/lattes/0277467612892209#P62>,Estratégia como Prática Social: o pensar e o agir no Programa Terra Mais Igual em Vitória-ES,Thesis,sem DOI ou ementa,True
<http://www.nima.puc-rio.br/lattes/3954582460916396#P225>,Searching for solutions to the conflict over Europe's oldest forest,Article,10.1111/cobi.13229,True
_:bC87DAD9Dx251869,"A ciência na RIO+20: uma visão para o futuro: Fórum de Ciência, Tecnologia & Inovação para o desenvolvimento sustentável.",Book,sem DOI ou ementa,True
<http://www.nima.puc-rio.br/lattes/2143031467830549#P141>,Membranas de microfiltração para o tratamento das águas cinzas,Article,sem DOI ou ementa,True
<http://www.nima.puc-rio.br/lattes/8050417522627614#P28>,RELAÇÕES DE CRIANÇAS COM A NATUREZA: UM ESTUDO EM UMA ESCOLA MUNICIPAL,Article,sem DOI ou ementa,True
<http://www.nima.puc-rio.br/lattes/1102020302719626#P277>,O moovimento ambientalista em suas arenas discursivas: participação do Brasil e dos EUA nas conferências da ONU.,Thesis,sem DOI ou ementa,True
<http://www.nima.puc-rio.br/lattes/2283022405554044#P660>,Aplicação de Programação Genética para Representar Simuladores de Reservatório em Campos de Petróleo,Article,sem DOI ou ementa,True
<http://www.nima.puc-rio.br/lattes/3954582460916396#P29>,Impactos das Mudanças Climaticas na Biodiversidade,Chapter,sem DOI ou ementa,True
_:b89B4D802x287724,Educação Ambiental: resgate de valores ético-ambientais do município de Rio das Ostras.,Book,sem DOI ou ementa,True
<http://www.nima.puc-rio.br/lattes/4845335765441403#P234>,ATLANTIC BIRD TRAITS: a dataset of bird morphological traits from the Atlantic forests of South America,Article,10.1002/ecy.2647,True
<http://www.nima.puc-rio.br/lattes/7538936412559010#P39>,Função Ambiental da Propriedade: Um Estudo do Parque Nacional da Tijuca.,Thesis,sem DOI ou ementa,True
<http://www.nima.puc-rio.br/lattes/0205484470667278#P104>,Aspectos sobre o uso de substâncias húmicas no tratamento de água de produção,Thesis,sem DOI ou ementa,True
<http://www.nima.puc-rio.br/lattes/7644241125976321#P296>,Otimização Estocástica da Programação de Movimentação de Petróleo: Aplicação Real ao Sistema Terminal-Duto-Refinaria,Article,sem DOI ou ementa,True
<http://www.nima.puc-rio.br/lattes/6729653741466064#P1>, Turismo e Sustentabilidade no Estado do Rio de Janeiro ,Book,sem DOI ou ementa,True
<http://www.nima.puc-rio.br/lattes/8540938164330840#P96>,"Sim, nós podemos. Socorro uma cidade sustentável!",Article,sem DOI ou ementa,True
<http://www.nima.puc-rio.br/lattes/9354841724510632#P186>,Uso de ferramentas químicas e biológicas na avaliação de ambientes contaminados por hidrocarbonetos policíclicos aromáticos (HPAs),Article,sem DOI ou ementa,True
_:bC87DAD9Dx88368,O Direito Ambiental das Cidades,Book,sem DOI ou ementa,True
<http://www.nima.puc-rio.br/lattes/1721981607189967#P385>,"SIMULAÇÕES DOS PERFIS DE TEMPERATURA, UMIDADE E SUCÇÃO EM SOLOS CONSIDERANDO INTERAÇÕES SOLO-ATMOSFERA",Article,sem DOI ou ementa,True
<http://www.nima.puc-rio.br/lattes/8265116967095452#P300>,Planejamento e Otimização do Desenvolvimento de um Campo de Petróleo por Algoritmos Genéticos,Article,sem DOI ou ementa,True
<http://nima.puc-rio.br/cad-puc#disciplinaGEO1636>,[GEO1636] RECURSOS NATUR/MEIO AMBIENTE,ccso,"Orientações Teóricas, Modernidades e Sociedade de Risco. As principais vertentes do pensamento ambiental. Questões Socioambientais e Sustentabilidades. Planejamento, Mudança Climática e Sociedade Pós-Carbono. Brasil e Planejamento Socioambiental. ",True
<http://www.nima.puc-rio.br/lattes/1721981607189967#P258>,Análise Numérica do Alteamento de Barragens de Terra,Thesis,sem DOI ou ementa,True
<http://www.nima.puc-rio.br/lattes/1199479212171868#P173>,Socioeconomic impacts of restoration: The case of Mutirão de Reflorestamento in Rio de Janeiro,Article,sem DOI ou ementa,True
<http://www.nima.puc-rio.br/lattes/6431968963433274#P86>,"TEOLOGIA, ANTROPOLOGIA E ECOLOGIA EM GN 1,1-2,4A",Article,10.17771/PUCRio.ATeo.18914,True
<http://www.nima.puc-rio.br/lattes/5068302552861597#P93>,EXTRAÇÃO PERSONALIZADA E INCREMENTAL DE DADOS EM AMBIENTES DE BI TEMPO REAL,Thesis,sem DOI ou ementa,True
<http://www.nima.puc-rio.br/lattes/2279381025485556#P88>,A contribuição do setor cultural para o desenvolvimento sustentável: a experiência da pesquisa com visitantes do museu de Congonhas,Article,sem DOI ou ementa,True
<http://www.nima.puc-rio.br/lattes/8717141191060561#P46>,The Effects of Crop-to-Beef Relative Prices on Deforestation: Evidence from the Tapajós Basin,Article,sem DOI ou ementa,True
_:b89B4D802x98678,Dicionário da Terra,Book,sem DOI ou ementa,True
<http://www.nima.puc-rio.br/lattes/7538936412559010#P1189>,Justicia ambiental y distribución de energía eléctrica. Principio de precaución y consumo sostenible en la sociedad del riesgo: el caso referencia de Brasil,Article,sem DOI ou ementa,True
<http://www.nima.puc-rio.br/lattes/8374950313063279#P28>,ECOLOGIA E SALVACAO,Article,sem DOI ou ementa,True
<http://www.nima.puc-rio.br/lattes/6533801740375459#P49>,Navegação Automática e Assistida em Reservatórios Naturais de Petróleo,Thesis,sem DOI ou ementa,True
<http://www.nima.puc-rio.br/lattes/9914278441730955#P571>,"Etnobotânica, saberes locais e agricultura no contexto de uma floresta urbana: Maciço da Pedra Branca, RJ",Article,sem DOI ou ementa,True
<http://www.nima.puc-rio.br/lattes/6992824817295435#P1143>,Políticas de Eficiência Energética no Brasil: Uma Abordagem em um Ambiente Econômico sob Incerteza,Thesis,sem DOI ou ementa,True
<http://www.nima.puc-rio.br/lattes/4079956200701552#P29>,Presentificando a natureza: os enunciados descritivos da paisagem nacional como efeitos de presença na escrita da história oitocentista,Article,10.15848/hh.v0i8.340,True
<http://www.nima.puc-rio.br/lattes/5431353664068543#P106>,Modelo de Comercialização de Energia Renovável no Ambiente de Contratação Livre via Teoria de Jogos Cooperativos,Thesis,sem DOI ou ementa,True
<http://www.nima.puc-rio.br/lattes/0090520326431188#phdthesis4>,Forest Wars: A Trilogy on Combating Deforestation in the Brazilian Amazon,Thesis,sem DOI ou ementa,True
<http://www.nima.puc-rio.br/lattes/8769189053430629#P10>,Meio Ambiente e Cidadania,Article,sem DOI ou ementa,True
<http://www.nima.puc-rio.br/lattes/9914278441730955#P746>,"Floresta urbana, sistema emergente: Transformações socioecológicas no Maciço da Pedra Branca, cidade do Rio de Janeiro",Chapter,sem DOI ou ementa,True
<http://www.nima.puc-rio.br/lattes/2592534383776059#P85>,Características Químicas e Físico-Químicas de Águas Subterrâneas do Estado do Rio de Janeiro,Article,sem DOI ou ementa,True
_:bC87DAD9Dx176693,"Serviço Social, trabalho e sustentabilidade",Book,sem DOI ou ementa,True
_:bC87DAD9Dx382321,Reflexão Cristã sobre o meio ambiente,Book,sem DOI ou ementa,True
<http://www.nima.puc-rio.br/lattes/4960734561594746#P817>,Les conflits fonciers à Rio de Janeiro : les habitants du «Horto Florestal» contre l?administration du Jardin Botanique,Article,sem DOI ou ementa,True
_:bC87DAD9Dx180733,Baía de Guanabara -Síntese do Conhecimento Ambiental. Volume 1: Ambiente e influência antrópica,Book,sem DOI ou ementa,True
<http://www.nima.puc-rio.br/lattes/1721981607189967#P34>,Modelagem numérica do comportamento estático e sísmico de barragens de terra,Thesis,sem DOI ou ementa,True
<http://www.nima.puc-rio.br/lattes/8160347007286967#P590>,Um estudo da influência do estado de tensões na permeabilidade de rochas produtoras de petróleo,Thesis,sem DOI ou ementa,True
<http://www.nima.puc-rio.br/lattes/9914278441730955#P650>,Sedimentos de uma história: ausência de um passado presente em uma floresta do Rio de Janeiro,Thesis,sem DOI ou ementa,True
<http://www.nima.puc-rio.br/lattes/2283022405554044#P474>,Análise de Alternativas de Desenvolvimento de um Campo de Petróleo sob Incerteza de Mercado por Algoritmos Genéticos e Simulação Monte Carlo,Article,sem DOI ou ementa,True
<http://www.nima.puc-rio.br/lattes/3755480460002860#P232>,Descentralização administrativa e federalismo nos serviços de água e esgoto: um estudo da região sudeste,Thesis,sem DOI ou ementa,True
<http://www.nima.puc-rio.br/lattes/9223950448656258#P29>,Resenha do livro Tecnologia e ambiente,Article,sem DOI ou ementa,True
<http://www.nima.puc-rio.br/lattes/1016382585372214#P576>,O processo de regularização fundiária de unidades de conservação da natureza no Brasil,Thesis,sem DOI ou ementa,True
<http://www.nima.puc-rio.br/lattes/2528456367910899#P850>,Geografia e Meio Ambiente: as políticas de Estado na configuração de sustentabilidades no Brasil,Article,sem DOI ou ementa,True
<http://www.nima.puc-rio.br/lattes/2792865766795939#P13>,Características fosforescentes da talidomida na temperatura ambiente e superfície sólida,Article,sem DOI ou ementa,True
<http://www.nima.puc-rio.br/lattes/2554625322447687#P21>,Mudanças Climáticas: impactos e políticas no Brasil,Article,sem DOI ou ementa,True
<http://www.nima.puc-rio.br/lattes/7538936412559010#P512>,Ambientes Virtuais e Preservação do Patrimônio Cultural: Memória e Identidade. Estudo da Praça da República da Cidade de Belém do Pará como Caso-Referência,Thesis,sem DOI ou ementa,True
<http://www.nima.puc-rio.br/lattes/1721981607189967#P343>,Análise do Refluxo de Mateerial de Sustentação em Poços de Petróleo Estimulados por Fraturamento Hidráulico,Article,sem DOI ou ementa,True
<http://www.nima.puc-rio.br/lattes/7247837744325605#P131>,QUALIFICAÇÃO QUALIVERDE: A Legislação para Edifícios Sustentáveis do Rio de Janeiro e Análise Comparativa com Certificações,Article,10.5151/despro-sbds15-1st603a,True
_:b89B4D802x224870,Direito e Justiça Ambiental,Book,sem DOI ou ementa,True
_:bC87DAD9Dx180813,Quimica Ambiental,Book,sem DOI ou ementa,True
<http://www.nima.puc-rio.br/lattes/9155373304835930#P211>,"Socioeconomic impacts of urban restoration in the Atlantic Forest, Brazil",Article,10.1016/j.ufug.2021.127271,True
<http://www.nima.puc-rio.br/lattes/9841736475206402#P51>,Campus Fiocruz da Mata Atlántica: percursos observados na construção de uma proposta de ocupação urbana sustentável,Article,sem DOI ou ementa,True
_:b89B4D802x287610,Educação Ambiental: valores éticos na formação de agentes multiplicadores,Book,sem DOI ou ementa,True
<http://www.nima.puc-rio.br/lattes/5580376703816153#P65>,A Leveza das Habitações Modulares Feitas de Bambu e Terra Crua,Article,sem DOI ou ementa,True
<http://www.nima.puc-rio.br/lattes/4585685576694071#P159>,Estudo de Viabilidade de Incorporação de Lodo de Estação de Tratamento de Água na Produção de Cerâmica Vermelha,Thesis,sem DOI ou ementa,True
<http://www.nima.puc-rio.br/lattes/2528456367910899#P494>,Educação Ambiental: Duque de Caxias,Book,sem DOI ou ementa,True
<http://www.nima.puc-rio.br/lattes/5422276244335274#P109>,Análise Competitiva: O Relacionamento entre a Rentabilidade Industrial e o Ambiente Operacional,Thesis,sem DOI ou ementa,True
<http://www.nima.puc-rio.br/lattes/8160347007286967#P396>,Considerações sobre aspectos de fluxo em aquiferos fraturados relevantes a exploração de águas,Article,sem DOI ou ementa,True
<http://www.nima.puc-rio.br/lattes/4050531329577872#P4261>,ANÁLISE NÃO LINEAR VIA ELEMENTOS FINITOS DE UM MODELO PARA DUTOS ENTERRADOS,Article,sem DOI ou ementa,True
<http://www.nima.puc-rio.br/lattes/8540938164330840#P249>,"AVALIAÇÃO DA DINÂMICA DA VEGETAÇÃO EM ÁREAS EM PROCESSO DE RESTAURAÇÃO FLORESTAL NA RESERVA BIOLÓGICA POÇO DAS ANTAS, SILVA JARDIM, RJ.",Article,sem DOI ou ementa,True
<http://www.nima.puc-rio.br/lattes/2792865766795939#P17>,Características fosforescentes da ioimbina em meio básico na temperatura ambiente e superfície sólida,Article,sem DOI ou ementa,True
<http://www.nima.puc-rio.br/lattes/4627442057000265#P657>,Metodologia Numérica para Avaliação da Perda de Circulação em Poços de Petróleo na Presença de Formações Naturalmente Fraturadas,Thesis,sem DOI ou ementa,True
<http://www.nima.puc-rio.br/lattes/9914278441730955#P750>,Entre roças e florestas: passado e presente na Mata Atlântica do estado do Rio de Janeiro,Article,sem DOI ou ementa,True
<http://nima.puc-rio.br/cad-puc#disciplinaGEO1801>,[GEO1801] ENSINO DE GEOGRAFIA I,Course,"A Geografia Física na escola. O meio ambiente e os impactos ambientais como conteúdos pedagógicos. Os principais aspectos geológicos, a geomorfologia e os solos do Brasil. As grandes bacias hidrográficas e a integração regional: fim da dicotomia física/humana na Geografia escolar? A Geografia da energia e do meio ambiente. Relacionar os diferentes aspectos ambientais com a transformação do espaço, a partir da elaboração de materiais didáticos para os ensinos fundamental e médio. ",True
_:bC87DAD9Dx169858,"Ética, Sustentabilidade e Sociedade: Desafios da Nossa Er",Book,sem DOI ou ementa,True
<http://nima.puc-rio.br/cad-puc#disciplinaGEO1311>,[GEO1311] GEOGRAFIA POPULACAO DO BRASIL,ccso,"A formação da população brasileira: modelo de ocupação e direções do povoamento. O crescimento demográfico brasileiro e os seus impactos sobre o meio ambiente. A redistribuição espacial dos brasileiros como reflexo da urbanização, industrialização e ação do Estado. Os atuais fluxos migratórios do país, nos séculos XX e XXI: emigração e imigração. As transformações sociopolíticas e os seus impactos na estrutura demográfica brasileira. O IDH e a Qualidade de Vida no Brasil do século XXI. ",True
<http://www.nima.puc-rio.br/lattes/3357000647283565#P269>,A natureza jurídica da remuneração da praticagem e a possibilidade de atribuição de preço máximo pela Autoridade Marítima brasileira.,Chapter,sem DOI ou ementa,True
<http://www.nima.puc-rio.br/lattes/7895263599863107#P36>,O processo de cescimento e modernização de Angra dos Reis:contribuição para uma análise sócio-ambiental.,Chapter,sem DOI ou ementa,True
<http://www.nima.puc-rio.br/lattes/4585685576694071#P487>,Uso de Ácido Peracético como Biocida em Tratamento de Água de Torre de Resfriamento,Thesis,sem DOI ou ementa,True
<http://nima.puc-rio.br/cad-puc#disciplinaENG1816>,[ENG1816] PROJETO DE PROCESSOS QUIMICOS,ccso,Escolha do projeto. Avaliação de segurança e impacto ambiental. Seleção do processo. Balanços materiais e de energia. Estudo da viabilidade econômica do processo. ,True
_:b89B4D802x287870,Educação Ambiental Resende + Visconde de Mauá,Book,sem DOI ou ementa,True
_:b89B4D802x287665,As marcas do homem na floresta: HIstória Ambiental de um trecho urbano de Mata Atlântica,Book,sem DOI ou ementa,True
<http://www.nima.puc-rio.br/lattes/6322729232079325#P607>,"Economia Criativa, Desenvolvimento e Sustentabilidade: o caso do Rio de Janeiro",Article,10.5380/guaju.v3i2.53026,True
<http://www.nima.puc-rio.br/lattes/8160347007286967#P564>,Estudo da hidrologia subterrânea em pilhas de rejeito de mineração em Minas Gerais,Thesis,sem DOI ou ementa,True
<http://www.nima.puc-rio.br/lattes/0942825872136360#P214>,Relatórios de Sustentabilidade e Comunicação Organizacional: Uma Análise à Luz da Dicotomia Racionalidade Instrumental versus Racionalidade Substantiva,Thesis,sem DOI ou ementa,True
